Company,TypeName,Cpu,Ram,Weight,Price,Touchscreen,IPS,ppi,HDD,SSD,Gpu brand,OS
Toshiba,Notebook,Intel Core i5,4,1.2,63669.6,No,No,165.6321180513006,0,128,Intel,Windows
HP,Notebook,Intel Core i5,4,1.48,58607.4672,No,No,111.93520355955211,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,1.95,64202.4,No,No,157.3505121487356,0,256,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.43,77202.72,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,1.64,55904.5728,No,No,157.3505121487356,0,256,Nvidia,Windows
HP,Notebook,Intel Core i3,4,1.64,36443.52,No,No,111.93520355955211,500,0,Intel,Windows
Dell,Gaming,Intel Core i5,8,2.65,50562.72,No,No,141.21199808219862,0,0,Nvidia,Windows
HP,Ultrabook,Intel Core i5,4,1.26,81997.92,No,No,176.23257360658386,500,0,Intel,Windows
HP,Notebook,Intel Core i5,4,1.48,84715.2,No,No,157.3505121487356,0,256,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.54,100550.5488,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i3,4,1.49,42624.0,No,No,117.82653006268643,500,0,Intel,Windows
Toshiba,Notebook,Intel Core i5,8,1.5,64468.8,No,No,117.82653006268643,0,256,Intel,Windows
HP,Notebook,Intel Core i3,4,2.04,41025.0672,No,No,100.45466986113651,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,16,2.4,158135.04,No,Yes,254.67134914246222,0,512,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,1.47,79387.2,No,Yes,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.43,118761.12,No,No,157.3505121487356,0,256,Intel,Windows
Dell,2 in 1 Convertible,Intel Core i3,4,2.08,42410.3472,Yes,Yes,141.21199808219862,1000,0,Intel,Windows
Toshiba,Ultrabook,Intel Core i5,8,1.2,84715.2,No,No,165.6321180513006,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,1.11,61218.72,No,Yes,165.6321180513006,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.64,63159.7104,No,No,157.3505121487356,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.09,55754.3232,No,No,141.21199808219862,500,0,Intel,Windows
HP,Ultrabook,Intel Core i5,4,1.26,83063.52,No,No,125.36742798669837,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,2.31,63349.92,No,No,111.93520355955211,500,0,Intel,Windows
HP,Notebook,Intel Core i5,4,1.95,56476.8,No,No,111.93520355955211,500,0,Intel,Windows
Dell,Ultrabook,Intel Core i5,8,1.29,86526.72,Yes,No,276.053530085501,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,2.63,57542.4,No,No,127.33567457123111,0,256,Nvidia,Windows
HP,Notebook,Intel Core i5,4,1.64,51841.44,No,No,111.93520355955211,0,256,Intel,Windows
Acer,Notebook,AMD Processor,6,2.1,21791.52,No,No,100.45466986113651,1000,0,AMD,Windows
MSI,Gaming,Intel Core i7,8,2.7,63499.104,No,No,127.33567457123111,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.95,63669.6,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.84,65480.5872,No,No,141.21199808219862,0,256,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.26,71874.72,No,No,176.23257360658386,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,2.04,39533.76,No,No,100.45466986113651,500,0,Intel,Windows
Toshiba,Ultrabook,Intel Core i7,8,1.47,91908.0,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.09,56633.976,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,1.64,53839.9728,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,4,1.8,45128.16,Yes,Yes,141.21199808219862,0,256,Intel,Windows
Vero,Notebook,Other Intel Processor,2,1.45,11231.424,No,No,111.93520355955211,0,0,Intel,Windows
Toshiba,Notebook,Intel Core i7,16,2.4,75924.0,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,55922.688,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,1.54,53280.0,No,No,157.3505121487356,500,0,Intel,Windows
HP,Notebook,Intel Core i5,8,1.84,112065.9552,No,No,141.21199808219862,500,256,Intel,Windows
HP,Notebook,Intel Core i5,8,1.43,78268.32,No,No,157.3505121487356,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,16,3.78,82351.6992,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Gaming,Intel Core i7,16,4.6,122010.6672,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Asus,Netbook,Other Intel Processor,4,1.2,15339.312,No,No,135.0942111925629,0,0,Intel,Chrome
Lenovo,Notebook,Intel Core i7,16,1.1,139593.6,No,Yes,209.8006828649808,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.91,52161.12,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,2.3,58288.32,Yes,Yes,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,2.04,52161.12,No,No,100.45466986113651,0,256,Intel,Windows
Dell,Ultrabook,Intel Core i7,16,1.2,120093.12,Yes,No,276.053530085501,0,1000,Intel,Windows
HP,Notebook,Intel Core i3,4,2.31,37570.392,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i5,4,1.96,26586.72,No,No,100.45466986113651,500,0,Intel,Other OS
Acer,Notebook,AMD Processor,8,2.4,23922.72,No,No,100.45466986113651,1000,0,AMD,Windows
Dell,2 in 1 Convertible,Intel Core i7,12,1.6,69210.72,Yes,Yes,165.6321180513006,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.94,96916.32,No,No,141.21199808219862,1000,256,Nvidia,Windows
HP,Notebook,Intel Core i7,8,2.04,57009.6,No,No,141.21199808219862,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,16,4.0,53173.44,No,Yes,127.33567457123111,1000,0,Nvidia,Other OS
Dell,Notebook,Intel Core i5,4,2.25,29783.52,No,No,141.21199808219862,1000,0,Intel,Windows
Dell,Notebook,Intel Core i7,16,2.32,52746.6672,No,No,141.21199808219862,2000,0,AMD,Windows
MSI,Gaming,Intel Core i7,16,1.8,102777.12,No,No,141.21199808219862,1000,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i7,8,1.29,77682.24,No,No,165.6321180513006,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,64,3.58,211788.0,No,Yes,127.33567457123111,0,1000,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i7,8,1.62,42517.9728,Yes,No,165.6321180513006,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,3.21,70809.12,No,No,282.42399616439724,1000,256,Nvidia,Windows
Apple,Ultrabook,Other Intel Processor,8,0.92,69264.0,No,Yes,226.41554716935852,0,0,Intel,Mac
Dell,Notebook,Intel Core i3,4,2.06,25679.8944,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i5,4,2.31,63882.72,No,No,100.45466986113651,500,0,Intel,Windows
HP,Ultrabook,Intel Core i5,8,1.26,63882.72,No,No,176.23257360658386,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.49,58075.2,No,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.3,91294.7472,Yes,Yes,176.23257360658386,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,3.0,35111.52,No,No,106.11306214269258,1000,0,AMD,Windows
Lenovo,Notebook,Intel Core i5,4,2.3,52054.56,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,3.78,133146.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,2.1,28771.2,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i5,4,2.31,50083.2,No,No,141.21199808219862,500,0,Intel,Windows
Lenovo,Ultrabook,Other Intel Processor,8,0.99,74538.72,Yes,Yes,234.9767648087785,0,512,Intel,Windows
Lenovo,Gaming,Intel Core i7,32,4.6,172627.2,No,Yes,127.33567457123111,0,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,Other Intel Processor,4,0.69,34433.2656,Yes,Yes,224.17380907857276,0,0,Intel,Windows
HP,Ultrabook,Intel Core i7,16,1.3,109170.72,No,Yes,331.2642361026012,0,512,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.18,39960.0,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i5,4,1.54,54931.1472,No,No,157.3505121487356,500,0,Intel,Windows
HP,Workstation,Intel Core i7,8,1.9,79653.6,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Notebook,Intel Core i5,8,1.7,63882.72,No,No,157.3505121487356,0,180,Intel,Windows
HP,Notebook,Other Intel Processor,4,1.29,32767.2,No,No,276.053530085501,0,0,Intel,Chrome
Acer,Notebook,AMD Processor,4,2.4,20619.36,No,No,100.45466986113651,500,0,AMD,Windows
Dell,Notebook,Other Intel Processor,4,2.2,20965.1472,No,No,100.45466986113651,500,0,Intel,Linux
HP,Notebook,Intel Core i3,4,1.86,18434.3472,No,No,100.45466986113651,1000,0,Intel,Other OS
Asus,Gaming,Intel Core i7,8,2.7,85194.72,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,4,1.4,43601.688,No,Yes,165.6321180513006,0,256,AMD,Windows
HP,Netbook,Intel Core i5,4,2.4,85194.72,No,No,125.36742798669837,0,128,Intel,Windows
Acer,Notebook,Intel Core i5,8,2.4,42570.72,No,No,141.21199808219862,1000,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.36,34035.264,No,No,141.21199808219862,1000,0,AMD,Windows
MSI,Gaming,Intel Core i7,8,2.6,85194.72,No,No,127.33567457123111,0,256,Nvidia,Windows
HP,Notebook,Other Intel Processor,4,1.96,26640.0,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,4.3,122490.72,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Dell,Ultrabook,Intel Core i3,4,1.5,60480.792,No,No,125.36742798669837,500,0,Intel,Windows
Dell,Ultrabook,Intel Core i3,4,1.5,62176.1616,No,No,125.36742798669837,0,128,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.2,11135.52,No,No,100.45466986113651,0,16,Intel,Chrome
HP,Workstation,Intel Core i7,8,3.0,154458.72,No,Yes,127.33567457123111,1000,0,AMD,Windows
Lenovo,Gaming,Intel Core i7,16,2.4,63882.72,No,No,141.21199808219862,0,512,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.5,75289.968,No,No,125.36742798669837,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.9,80516.2032,No,No,127.33567457123111,1000,128,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,4,2.1,46193.76,Yes,Yes,141.21199808219862,0,256,Intel,Windows
HP,Notebook,AMD Processor,4,2.1,21205.44,No,No,141.21199808219862,1000,0,AMD,Windows
Asus,Gaming,Intel Core i7,16,2.59,71341.92,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Other Intel Processor,8,1.16,90522.72,Yes,No,276.053530085501,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.24,40980.312,No,No,100.45466986113651,500,0,AMD,Windows
Lenovo,Notebook,Intel Core i3,4,2.1,22857.12,No,No,100.45466986113651,0,128,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.16,104908.32,No,No,165.6321180513006,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,Other Intel Processor,4,0.69,29250.72,Yes,Yes,224.17380907857276,0,0,Intel,Other OS
Dell,Ultrabook,Intel Core i7,8,1.23,73473.12,No,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Gaming,Intel Core i7,16,4.6,146519.4672,No,Yes,127.33567457123111,0,256,Nvidia,Windows
Razer,Ultrabook,Intel Core i7,8,1.25,54825.12,Yes,No,352.4651472131677,0,256,Intel,Windows
Toshiba,Ultrabook,Intel Core i7,16,1.05,118601.28,No,No,165.6321180513006,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,8,3.52,69929.4672,No,No,127.33567457123111,1000,128,Nvidia,Windows
Vero,Notebook,Other Intel Processor,4,1.35,10442.88,No,No,165.6321180513006,0,0,Intel,Windows
HP,Notebook,Intel Core i5,8,1.16,90043.2,No,No,165.6321180513006,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,1.43,80612.64,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.09,27899.0064,No,No,100.45466986113651,500,0,Intel,Linux
Asus,Notebook,Intel Core i3,4,2.0,23176.8,No,No,100.45466986113651,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.8,88924.32,Yes,Yes,157.3505121487356,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Other Intel Processor,4,0.69,25521.12,Yes,Yes,224.17380907857276,0,0,Intel,Windows
HP,Ultrabook,Intel Core i5,8,1.26,100965.6,No,No,125.36742798669837,0,256,Intel,Windows
Lenovo,Gaming,Intel Core i5,8,2.4,52693.92,No,Yes,141.21199808219862,1000,128,Nvidia,Other OS
HP,Gaming,Intel Core i5,8,3.35,60153.12,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i7,8,2.04,33513.12,No,No,100.45466986113651,2000,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.8,109244.2464,Yes,Yes,157.3505121487356,0,512,Nvidia,Windows
Asus,Notebook,Other Intel Processor,4,1.5,14811.84,No,No,111.93520355955211,0,0,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.84,40066.56,No,No,141.21199808219862,0,256,Intel,Windows
Acer,Notebook,Intel Core i5,4,2.23,32820.48,No,No,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,16,2.5,58554.72,No,No,141.21199808219862,0,0,AMD,Windows
HP,Workstation,Intel Core i7,8,3.0,210424.032,No,Yes,127.33567457123111,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.5,41771.52,No,No,100.45466986113651,1000,0,AMD,Windows
MSI,Gaming,Intel Core i7,16,3.78,127818.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.88,115709.2416,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,2.8,130003.2,Yes,Yes,209.8006828649808,0,512,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.4,60888.384,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,2 in 1 Convertible,Intel Core i5,8,1.48,86793.12,Yes,No,165.6321180513006,0,256,Intel,Windows
HP,Workstation,Intel Core i7,8,2.59,118761.12,No,Yes,141.21199808219862,0,256,Nvidia,Windows
HP,2 in 1 Convertible,Intel Core i7,8,1.48,95850.72,Yes,No,220.84282406840083,0,256,Intel,Windows
HP,Workstation,Intel Core i7,8,2.0,101178.72,No,No,141.21199808219862,0,256,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.26,122381.496,No,No,176.23257360658386,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.18,53807.472,No,No,141.21199808219862,0,256,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.88,84129.12,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.27,124621.92,Yes,Yes,209.8006828649808,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.9,18061.92,No,No,100.45466986113651,1000,0,Intel,Other OS
HP,Notebook,AMD Processor,4,1.86,15824.16,No,No,100.45466986113651,500,0,AMD,Windows
Lenovo,Notebook,Intel Core i5,8,2.32,31914.72,No,No,141.21199808219862,1000,0,AMD,Other OS
Dell,Gaming,Intel Core i7,8,2.62,63882.72,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.04,119916.2304,Yes,Yes,282.42399616439724,0,256,Nvidia,Windows
HP,Notebook,AMD Processor,4,1.91,25515.2592,No,No,141.21199808219862,0,256,AMD,Windows
MSI,Gaming,Intel Core i7,16,2.7,79536.384,No,No,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,12,1.4,122490.72,No,No,157.3505121487356,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,2.5,42010.7472,No,No,141.21199808219862,0,0,AMD,Windows
HP,2 in 1 Convertible,Intel Core i7,8,1.48,108744.48,Yes,No,220.84282406840083,0,512,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.7,79866.72,No,No,157.3505121487356,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,16,1.7,94252.32,No,No,157.3505121487356,1000,256,Nvidia,Windows
HP,Gaming,Intel Core i7,8,2.62,47898.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,8,2.2,24455.52,No,No,100.45466986113651,1000,0,Intel,Windows
HP,Notebook,Intel Core i5,4,2.1,25414.0272,No,No,100.45466986113651,500,0,Intel,Other OS
Dell,Gaming,Intel Core i7,8,2.62,79813.44,No,No,282.42399616439724,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,1.95,74059.2,No,Yes,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,24935.04,No,No,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,Other Intel Processor,2,1.44,13266.72,No,No,111.93520355955211,0,0,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.2,44701.92,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,Intel Core i7,8,1.96,36177.12,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i7,16,2.1,61751.52,No,No,141.21199808219862,0,512,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.2,19660.32,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.1,21205.44,No,No,100.45466986113651,500,0,Intel,Other OS
Lenovo,Notebook,Intel Core i7,8,2.2,37775.52,No,No,141.21199808219862,1000,0,Nvidia,Other OS
Asus,Notebook,Intel Core i3,4,2.0,40972.32,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,4,2.32,43956.0,No,No,141.21199808219862,0,0,Intel,Windows
Lenovo,Gaming,Intel Core i7,16,3.31,69530.4,No,Yes,141.21199808219862,0,512,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,1.91,114731.5536,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i3,4,2.07,34632.0,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.36,87219.36,Yes,Yes,209.8006828649808,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,6,1.54,44275.68,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,1.98,47686.1328,No,No,141.21199808219862,0,256,Nvidia,Linux
Acer,Notebook,Other Intel Processor,4,2.1,17742.24,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i7,6,2.18,42570.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Asus,Gaming,Intel Core i7,8,2.591,48431.52,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i7,16,2.09,62817.12,Yes,No,141.21199808219862,0,512,Intel,Windows
Acer,Notebook,Intel Core i5,4,2.23,36816.48,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.23,58554.72,Yes,No,276.053530085501,0,256,Intel,Linux
Acer,Gaming,Intel Core i7,16,4.2,138474.72,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Gaming,Intel Core i5,8,2.4,43636.32,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
HP,Notebook,Intel Core i5,4,1.86,25840.8,No,No,100.45466986113651,500,0,Intel,Windows
Apple,Ultrabook,Other Intel Processor,8,0.92,61964.64,No,Yes,226.41554716935852,0,0,Intel,Mac
Dell,2 in 1 Convertible,Intel Core i5,8,1.6,63882.72,Yes,Yes,165.6321180513006,0,256,Intel,Windows
HP,Notebook,Intel Core i7,12,2.21,70702.56,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,4,1.9,19607.04,No,No,100.45466986113651,1000,0,AMD,Other OS
Asus,Gaming,Intel Core i7,16,4.3,114552.0,No,Yes,127.33567457123111,1000,512,Nvidia,Windows
Acer,Notebook,Other Intel Processor,4,2.1,14492.16,No,No,100.45466986113651,1000,0,Intel,Linux
MSI,Gaming,Intel Core i7,16,2.43,109165.392,No,No,127.33567457123111,1000,256,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.3,26586.72,No,No,100.45466986113651,0,128,AMD,Windows
Lenovo,Notebook,Intel Core i7,8,2.2,33513.12,No,No,100.45466986113651,500,0,Nvidia,Other OS
Dell,2 in 1 Convertible,Intel Core i7,16,2.0,68464.8,Yes,No,141.21199808219862,0,512,Intel,Windows
Dell,Ultrabook,Intel Core i7,16,1.2,142790.4,Yes,No,276.053530085501,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,8,2.2,62284.32,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.36,47365.92,No,No,141.21199808219862,0,256,AMD,Windows
HP,Notebook,Intel Core i5,8,1.91,30849.12,No,No,100.45466986113651,0,256,Intel,Windows
Lenovo,Notebook,AMD Processor,4,2.2,15930.72,No,No,100.45466986113651,500,0,AMD,Windows
Acer,Notebook,Intel Core i3,8,3.3,33513.12,No,No,106.11306214269258,1000,0,Nvidia,Windows
Asus,Gaming,Intel Core i7,16,2.2,130482.72,No,No,141.21199808219862,1000,256,Nvidia,Windows
Apple,Ultrabook,Other Intel Processor,8,0.92,68145.12,No,Yes,226.41554716935852,0,0,Intel,Mac
Asus,Notebook,Intel Core i7,16,2.2,93186.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,2.43,103842.1872,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,2.191,53226.72,Yes,Yes,141.21199808219862,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.9,103842.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Acer,Netbook,Other Intel Processor,2,1.3,9270.72,No,No,135.0942111925629,0,32,Intel,Chrome
Acer,Notebook,Intel Core i3,4,3.3,31861.44,No,No,106.11306214269258,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.8,28717.92,No,No,106.11306214269258,1000,0,Intel,Other OS
Lenovo,Gaming,Intel Core i7,8,2.6,67772.16,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Acer,2 in 1 Convertible,Intel Core i7,8,1.2,61218.72,Yes,Yes,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.3,81465.12,No,Yes,141.21199808219862,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.2,78647.1408,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,AMD Processor,6,2.1,28185.12,No,No,141.21199808219862,1000,0,AMD,Windows
Dell,Ultrabook,Intel Core i5,8,1.26,91288.3536,Yes,No,176.23257360658386,0,256,Intel,Windows
Dell,2 in 1 Convertible,Intel Core i3,4,2.08,27119.52,Yes,No,146.86047800548656,500,0,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.65,16463.52,No,No,100.45466986113651,1000,0,Intel,Windows
Dell,Ultrabook,Intel Core i7,8,1.29,78694.56,Yes,No,276.053530085501,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.18,27804.7008,No,No,100.45466986113651,1000,0,Intel,Linux
Lenovo,Gaming,Intel Core i7,16,2.6,54825.12,Yes,Yes,141.21199808219862,1000,128,Nvidia,Windows
MSI,Gaming,Intel Core i7,8,2.2,61218.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Netbook,Intel Core i7,16,1.3,87912.0,Yes,Yes,176.23257360658386,0,512,Intel,Windows
Razer,Gaming,Intel Core i7,16,1.95,186426.72,No,No,157.3505121487356,0,1000,Nvidia,Windows
Dell,Notebook,Intel Core i3,8,2.3,24988.8528,Yes,No,100.45466986113651,1000,0,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.7,85141.44,No,No,127.33567457123111,1000,256,Nvidia,Windows
Apple,Ultrabook,Intel Core i5,4,1.08,51095.52,No,No,135.0942111925629,0,0,Intel,Mac
HP,Notebook,Intel Core i3,4,2.1,25467.84,No,No,141.21199808219862,1000,0,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.54,117119.5632,No,No,209.8006828649808,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.24,39267.36,No,No,100.45466986113651,500,0,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.3,62284.32,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,16,1.4,79866.72,No,Yes,165.6321180513006,0,512,Intel,Windows
Lenovo,Notebook,AMD Processor,6,2.2,31838.5296,No,No,141.21199808219862,0,256,AMD,Windows
Asus,Ultrabook,Intel Core i7,8,1.45,68198.4,No,No,165.6321180513006,0,256,Intel,Windows
Acer,Notebook,Intel Core i3,4,2.4,19276.704,No,No,100.45466986113651,500,0,Intel,Linux
Dell,2 in 1 Convertible,Intel Core i7,16,2.77,95850.72,Yes,No,127.33567457123111,0,512,Nvidia,Windows
HP,Notebook,Intel Core i5,4,1.54,58607.4672,No,No,157.3505121487356,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.5,85248.0,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,4,1.6,46620.0,No,No,111.93520355955211,500,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.34,123876.0,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,30529.44,No,Yes,141.21199808219862,0,256,Intel,Other OS
Dell,2 in 1 Convertible,Intel Core i5,8,1.24,96596.64,Yes,No,276.053530085501,0,256,Intel,Windows
Dell,Notebook,Other Intel Processor,4,2.2,17262.72,No,No,100.45466986113651,500,0,Intel,Linux
HP,Notebook,AMD Processor,4,1.86,21258.72,No,No,100.45466986113651,500,0,AMD,Windows
Lenovo,Notebook,Intel Core i3,6,2.4,30316.32,No,No,141.21199808219862,0,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,1.9,57116.16,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Other Intel Processor,4,2.2,23655.7872,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.0,18061.92,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,4.0,101232.0,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.29,26107.2,No,No,100.45466986113651,500,0,Intel,Windows
